date,store_id,product_id,units,revenue
2026-02-13,S02,P06,44,123.20
2026-02-13,S02,P07,30,105.00
2026-02-13,S02,P08,19,74.10
2026-02-13,S02,P09,22,79.20
2026-02-13,S02,P10,6,75.00
2026-02-13,S03,P01,29,92.80
2026-02-13,S03,P02,51,234.60
2026-02-13,S03,P03,37,162.80
2026-02-13,S03,P04,9,43.20
2026-02-13,S03,P05,20,102.00
2026-02-13,S03,P06,51,142.80
2026-02-13,S03,P07,22,77.00
2026-02-13,S03,P08,11,42.90
2026-02-13,S03,P09,15,54.00
2026-02-13,S03,P10,4,50.00
2026-02-13,S03,P11,3,48.00
2026-02-13,S04,P01,22,70.40
2026-02-13,S04,P02,33,151.80
2026-02-13,S04,P03,23,101.20
2026-02-13,S04,P04,9,43.20
2026-02-13,S04,P05,14,71.40
2026-02-13,S04,P06,36,100.80
2026-02-13,S04,P07,11,38.50
2026-02-13,S04,P08,8,31.20
2026-02-13,S04,P10,3,37.50
2026-02-13,S05,P01,31,99.20
2026-02-13,S05,P02,45,207.00
2026-02-13,S05,P03,34,149.60
2026-02-13,S05,P04,11,52.80
2026-02-13,S05,P05,19,96.90
2026-02-13,S05,P06,36,100.80
2026-02-13,S05,P07,19,66.50
2026-02-13,S05,P09,15,54.00
2026-02-13,S05,P10,6,75.00
2026-02-13,S05,P11,3,48.00
2026-02-13,S06,P01,23,73.60
2026-02-13,S06,P02,32,147.20
2026-02-13,S06,P03,21,92.40
2026-02-13,S06,P04,9,43.20
2026-02-13,S06,P05,15,76.50
2026-02-13,S06,P06,33,92.40
2026-02-13,S06,P07,14,49.00
2026-02-13,S06,P09,11,39.60
2026-02-14,S01,P01,47,150.40
2026-02-14,S01,P02,72,331.20
2026-02-14,S01,P03,49,215.60
2026-02-14,S01,P04,18,86.40
2026-02-14,S01,P05,25,127.50
2026-02-14,S01,P06,78,218.40
2026-02-14,S01,P07,41,143.50
2026-02-14,S01,P08,22,85.80
2026-02-14,S01,P10,8,100.00
2026-02-14,S01,P11,5,80.00
2026-02-14,S02,P01,52,166.40
2026-02-14,S02,P02,70,322.00
2026-02-14,S02,P03,49,215.60
2026-02-14,S02,P04,22,105.60
2026-02-14,S02,P05,27,137.70
2026-02-14,S02,P06,71,198.80
2026-02-14,S02,P07,32,112.00
2026-02-14,S02,P08,22,85.80
2026-02-14,S02,P10,7,87.50
2026-02-14,S02,P11,4,64.00
2026-02-14,S03,P01,28,89.60
2026-02-14,S03,P02,62,285.20
2026-02-14,S03,P03,32,140.80
2026-02-14,S03,P04,12,57.60
2026-02-14,S03,P05,20,102.00
2026-02-14,S03,P06,57,159.60
2026-02-14,S03,P07,25,87.50
2026-02-14,S03,P08,14,54.60
2026-02-14,S03,P09,21,75.60
2026-02-14,S03,P11,2,32.00
2026-02-14,S04,P01,23,73.60
2026-02-14,S04,P02,38,174.80
2026-02-14,S04,P03,32,140.80
2026-02-14,S04,P04,11,52.80
2026-02-14,S04,P05,18,91.80
2026-02-14,S04,P06,33,92.40
2026-02-14,S04,P07,22,77.00
2026-02-14,S04,P08,13,50.70
2026-02-14,S04,P09,13,46.80
2026-02-14,S04,P10,3,37.50
2026-02-14,S04,P11,3,48.00
2026-02-14,S05,P01,47,150.40
2026-02-14,S05,P02,50,230.00
2026-02-14,S05,P03,50,220.00
2026-02-14,S05,P04,15,72.00
2026-02-14,S05,P05,25,127.50
2026-02-14,S05,P06,48,134.40
2026-02-14,S05,P07,28,98.00
2026-02-14,S05,P08,19,74.10
2026-02-14,S05,P09,17,61.20
2026-02-14,S05,P10,5,62.50
2026-02-14,S05,P11,2,32.00
2026-02-14,S06,P01,35,112.00
2026-02-14,S06,P02,52,239.20
2026-02-14,S06,P03,30,132.00
2026-02-14,S06,P04,12,57.60
2026-02-14,S06,P05,14,71.40
2026-02-14,S06,P06,55,154.00
2026-02-14,S06,P07,24,84.00
2026-02-14,S06,P08,13,50.70
2026-02-14,S06,P09,16,57.60
2026-02-14,S06,P10,5,62.50
2026-02-14,S06,P11,3,48.00
2026-02-15,S01,P01,47,150.40
2026-02-15,S01,P02,85,391.00
2026-02-15,S01,P03,50,220.00
2026-02-15,S01,P04,19,91.20
2026-02-15,S01,P05,39,198.90
2026-02-15,S01,P06,76,212.80
2026-02-15,S01,P07,49,171.50
2026-02-15,S01,P08,27,105.30
2026-02-15,S01,P09,23,82.80
2026-02-15,S02,P01,51,163.20
2026-02-15,S02,P02,83,381.80
2026-02-15,S02,P03,40,176.00
2026-02-15,S02,P04,21,100.80
2026-02-15,S02,P05,27,137.70
2026-02-15,S02,P06,69,193.20
2026-02-15,S02,P07,40,140.00
2026-02-15,S02,P08,16,62.40
2026-02-15,S02,P09,20,72.00
2026-02-15,S03,P01,36,115.20
2026-02-15,S03,P02,65,299.00
2026-02-15,S03,P03,37,162.80
2026-02-15,S03,P04,16,76.80
2026-02-15,S03,P05,20,102.00
2026-02-15,S03,P06,49,137.20
2026-02-15,S03,P07,30,105.00
2026-02-15,S03,P08,17,66.30
2026-02-15,S03,P09,19,68.40
2026-02-15,S03,P10,6,75.00
2026-02-15,S03,P11,4,64.00
2026-02-15,S03,P12,1,14.00
2026-02-15,S04,P01,20,64.00
2026-02-15,S04,P02,45,207.00
2026-02-15,S04,P03,21,92.40
2026-02-15,S04,P04,11,52.80
2026-02-15,S04,P05,11,56.10
2026-02-15,S04,P06,37,103.60
2026-02-15,S04,P07,14,49.00
2026-02-15,S04,P08,8,31.20
2026-02-15,S04,P09,14,50.40
2026-02-15,S04,P12,1,14.00
2026-02-15,S05,P01,36,115.20
2026-02-15,S05,P02,74,340.40
2026-02-15,S05,P03,51,224.40
2026-02-15,S05,P04,12,57.60
2026-02-15,S05,P05,25,127.50
2026-02-15,S05,P06,59,165.20
2026-02-15,S05,P07,29,101.50
2026-02-15,S05,P08,14,54.60
2026-02-15,S05,P09,17,61.20
2026-02-15,S06,P01,25,80.00
2026-02-15,S06,P02,54,248.40
2026-02-15,S06,P03,33,145.20
2026-02-15,S06,P04,14,67.20
2026-02-15,S06,P05,16,81.60
2026-02-15,S06,P06,38,106.40
2026-02-15,S06,P07,17,59.50
2026-02-15,S06,P09,12,43.20
2026-02-15,S06,P10,5,62.50
2026-02-16,S01,P01,41,131.20
2026-02-16,S01,P02,66,303.60
2026-02-16,S01,P03,44,193.60
2026-02-16,S01,P04,17,81.60
2026-02-16,S01,P05,23,117.30
2026-02-16,S01,P06,57,159.60
2026-02-16,S01,P07,38,133.00
2026-02-16,S01,P08,21,81.90
2026-02-16,S01,P09,28,100.80
2026-02-16,S01,P10,6,75.00
2026-02-16,S01,P11,5,80.00
2026-02-16,S01,P12,1,14.00
2026-02-16,S02,P01,39,124.80
2026-02-16,S02,P02,74,340.40
2026-02-16,S02,P03,31,136.40
2026-02-16,S02,P04,13,62.40
2026-02-16,S02,P05,26,132.60
2026-02-16,S02,P06,65,182.00
2026-02-16,S02,P07,24,84.00
2026-02-16,S02,P08,17,66.30
2026-02-16,S02,P09,21,75.60
2026-02-16,S02,P10,6,75.00
2026-02-16,S02,P11,4,64.00
2026-02-16,S03,P01,25,80.00
2026-02-16,S03,P02,37,170.20
2026-02-16,S03,P03,30,132.00
2026-02-16,S03,P04,9,43.20
2026-02-16,S03,P05,12,61.20
2026-02-16,S03,P06,46,128.80
2026-02-16,S03,P07,19,66.50
2026-02-16,S03,P08,10,39.00
2026-02-16,S03,P09,11,39.60
2026-02-16,S03,P10,6,75.00
2026-02-16,S04,P01,22,70.40
2026-02-16,S04,P02,29,133.40
2026-02-16,S04,P03,25,110.00
2026-02-16,S04,P04,9,43.20
2026-02-16,S04,P05,11,56.10
2026-02-16,S04,P06,28,78.40
2026-02-16,S04,P07,13,45.50
2026-02-16,S04,P08,7,27.30
2026-02-16,S04,P09,12,43.20
2026-02-16,S04,P10,4,50.00
2026-02-16,S04,P11,2,32.00
2026-02-16,S05,P01,25,80.00
2026-02-16,S05,P02,55,253.00
2026-02-16,S05,P03,34,149.60
2026-02-16,S05,P04,14,67.20
2026-02-16,S05,P05,17,86.70
2026-02-16,S05,P06,57,159.60
2026-02-16,S05,P07,20,70.00
2026-02-16,S05,P09,12,43.20
2026-02-16,S05,P10,6,75.00
2026-02-16,S05,P11,4,64.00
2026-02-16,S05,P12,1,14.00
2026-02-16,S06,P01,19,60.80
2026-02-16,S06,P02,36,165.60
2026-02-16,S06,P03,27,118.80
2026-02-16,S06,P04,10,48.00
2026-02-16,S06,P05,16,81.60
2026-02-16,S06,P06,32,89.60
2026-02-16,S06,P07,13,45.50
2026-02-16,S06,P08,10,39.00
2026-02-16,S06,P09,12,43.20
2026-02-16,S06,P11,3,48.00
2026-02-17,S01,P01,42,134.40
2026-02-17,S01,P02,77,354.20
2026-02-17,S01,P03,39,171.60
2026-02-17,S01,P04,16,76.80
2026-02-17,S01,P05,29,147.90
2026-02-17,S01,P06,71,198.80
2026-02-17,S01,P07,31,108.50
2026-02-17,S01,P08,23,89.70
2026-02-17,S01,P09,26,93.60
2026-02-17,S01,P10,7,87.50
2026-02-17,S01,P11,6,96.00
2026-02-17,S02,P01,42,134.40
2026-02-17,S02,P02,71,326.60
2026-02-17,S02,P03,36,158.40
2026-02-17,S02,P04,16,76.80
2026-02-17,S02,P05,18,91.80
2026-02-17,S02,P06,59,165.20
2026-02-17,S02,P07,30,105.00
2026-02-17,S02,P08,16,62.40
2026-02-17,S02,P09,18,64.80
2026-02-17,S02,P10,6,75.00
2026-02-17,S02,P12,1,14.00
2026-02-17,S03,P01,33,105.60
2026-02-17,S03,P02,39,179.40
2026-02-17,S03,P03,34,149.60
2026-02-17,S03,P04,13,62.40
2026-02-17,S03,P05,17,86.70
2026-02-17,S03,P06,40,112.00
2026-02-17,S03,P07,21,73.50
2026-02-17,S03,P08,11,42.90
2026-02-17,S03,P09,12,43.20
2026-02-17,S03,P11,3,48.00
2026-02-17,S04,P01,16,51.20
2026-02-17,S04,P02,31,142.60
2026-02-17,S04,P03,23,101.20
2026-02-17,S04,P04,8,38.40
2026-02-17,S04,P05,9,45.90
2026-02-17,S04,P06,26,72.80
2026-02-17,S04,P07,14,49.00
2026-02-17,S04,P08,8,31.20
2026-02-17,S04,P09,8,28.80
2026-02-17,S04,P10,3,37.50
2026-02-17,S04,P11,2,32.00
2026-02-17,S05,P01,36,115.20
2026-02-17,S05,P02,50,230.00
2026-02-17,S05,P03,39,171.60
2026-02-17,S05,P04,12,57.60
2026-02-17,S05,P05,21,107.10
2026-02-17,S05,P06,43,120.40
2026-02-17,S05,P07,17,59.50
2026-02-17,S05,P09,13,46.80
2026-02-17,S05,P10,6,75.00
2026-02-17,S06,P01,29,92.80
2026-02-17,S06,P02,34,156.40
2026-02-17,S06,P03,22,96.80
2026-02-17,S06,P04,11,52.80
2026-02-17,S06,P05,14,71.40
2026-02-17,S06,P06,40,112.00
2026-02-17,S06,P07,16,56.00
2026-02-17,S06,P08,9,35.10
2026-02-17,S06,P10,4,50.00
2026-02-18,S01,P01,55,176.00
2026-02-18,S01,P02,72,331.20
2026-02-18,S01,P03,60,264.00
2026-02-18,S01,P04,21,100.80
2026-02-18,S01,P05,29,147.90
2026-02-18,S01,P06,51,142.80
2026-02-18,S01,P07,34,119.00
2026-02-18,S01,P08,21,81.90
2026-02-18,S01,P12,2,28.00
2026-02-18,S02,P01,46,147.20
2026-02-18,S02,P02,70,322.00
2026-02-18,S02,P03,47,206.80
2026-02-18,S02,P04,13,62.40
2026-02-18,S02,P05,20,102.00
2026-02-18,S02,P06,49,137.20
2026-02-18,S02,P07,31,108.50
2026-02-18,S02,P08,14,54.60
2026-02-18,S02,P09,22,79.20
2026-02-18,S02,P10,8,100.00
2026-02-18,S03,P01,33,105.60
2026-02-18,S03,P02,56,257.60
2026-02-18,S03,P03,29,127.60
2026-02-18,S03,P04,12,57.60
2026-02-18,S03,P05,19,96.90
2026-02-18,S03,P06,46,128.80
2026-02-18,S03,P07,19,66.50
2026-02-18,S03,P08,14,54.60
2026-02-18,S03,P09,14,50.40
2026-02-18,S03,P10,4,50.00
2026-02-18,S04,P01,16,51.20
2026-02-18,S04,P02,35,161.00
2026-02-18,S04,P03,17,74.80
2026-02-18,S04,P04,8,38.40
2026-02-18,S04,P05,13,66.30
2026-02-18,S04,P06,35,98.00
2026-02-18,S04,P07,16,56.00
2026-02-18,S04,P08,8,31.20
2026-02-18,S04,P09,9,32.40
2026-02-18,S05,P01,29,92.80
2026-02-18,S05,P02,60,276.00
2026-02-18,S05,P03,39,171.60
2026-02-18,S05,P04,15,72.00
2026-02-18,S05,P05,19,96.90
2026-02-18,S05,P06,55,154.00
2026-02-18,S05,P07,19,66.50
2026-02-18,S05,P08,11,42.90
2026-02-18,S05,P09,15,54.00
2026-02-18,S05,P10,4,50.00
2026-02-18,S05,P11,4,64.00
2026-02-18,S05,P12,1,14.00
2026-02-18,S06,P01,29,92.80
2026-02-18,S06,P02,42,193.20
2026-02-18,S06,P03,28,123.20
2026-02-18,S06,P04,11,52.80
2026-02-18,S06,P05,12,61.20
2026-02-18,S06,P06,29,81.20
2026-02-18,S06,P07,18,63.00
2026-02-18,S06,P09,13,46.80
2026-02-18,S06,P10,4,50.00
2026-02-18,S06,P11,2,32.00
2026-02-19,S01,P01,54,172.80
2026-02-19,S01,P02,81,372.60
2026-02-19,S01,P03,37,162.80
2026-02-19,S01,P04,16,76.80
2026-02-19,S01,P05,28,142.80
2026-02-19,S01,P06,75,210.00
2026-02-19,S01,P07,28,98.00
2026-02-19,S01,P08,15,58.50
2026-02-19,S01,P09,20,72.00
2026-02-19,S02,P01,39,124.80
2026-02-19,S02,P02,47,216.20
2026-02-19,S02,P03,42,184.80
2026-02-19,S02,P04,14,67.20
2026-02-19,S02,P05,26,132.60
2026-02-19,S02,P06,58,162.40
2026-02-19,S02,P07,27,94.50
2026-02-19,S02,P09,15,54.00
2026-02-19,S02,P10,7,87.50
2026-02-19,S02,P11,3,48.00
2026-02-19,S02,P12,1,14.00
2026-02-19,S03,P01,33,105.60
2026-02-19,S03,P02,56,257.60
2026-02-19,S03,P03,36,158.40
2026-02-19,S03,P04,12,57.60
2026-02-19,S03,P05,15,76.50
2026-02-19,S03,P06,38,106.40
2026-02-19,S03,P07,23,80.50
2026-02-19,S03,P08,14,54.60
2026-02-19,S03,P09,16,57.60
2026-02-19,S03,P10,4,50.00
2026-02-19,S03,P11,2,32.00
2026-02-19,S04,P01,19,60.80
2026-02-19,S04,P02,40,184.00
2026-02-19,S04,P03,20,88.00
2026-02-19,S04,P04,8,38.40
2026-02-19,S04,P05,13,66.30
2026-02-19,S04,P06,24,67.20
2026-02-19,S04,P07,17,59.50
2026-02-19,S04,P08,7,27.30
2026-02-19,S04,P09,9,32.40
2026-02-19,S05,P01,31,99.20
2026-02-19,S05,P02,48,220.80
2026-02-19,S05,P03,37,162.80
2026-02-19,S05,P04,14,67.20
2026-02-19,S05,P05,19,96.90
2026-02-19,S05,P06,44,123.20
2026-02-19,S05,P07,27,94.50
2026-02-19,S05,P08,11,42.90
2026-02-19,S05,P09,18,64.80
2026-02-19,S05,P11,4,64.00
2026-02-19,S06,P01,29,92.80
2026-02-19,S06,P02,48,220.80
2026-02-19,S06,P03,28,123.20
2026-02-19,S06,P04,11,52.80
2026-02-19,S06,P05,12,61.20
2026-02-19,S06,P06,38,106.40
2026-02-19,S06,P07,13,45.50
2026-02-19,S06,P08,12,46.80
2026-02-19,S06,P09,11,39.60
2026-02-19,S06,P10,5,62.50
2026-02-19,S06,P12,1,14.00
2026-02-20,S01,P01,52,166.40
2026-02-20,S01,P02,84,386.40
2026-02-20,S01,P03,39,171.60
2026-02-20,S01,P04,17,81.60
2026-02-20,S01,P05,23,117.30
2026-02-20,S01,P06,55,154.00
2026-02-20,S01,P07,38,133.00
2026-02-20,S01,P08,19,74.10
2026-02-20,S01,P09,22,79.20
2026-02-20,S01,P10,8,100.00
2026-02-20,S02,P01,36,115.20
2026-02-20,S02,P02,47,216.20
2026-02-20,S02,P03,39,171.60
2026-02-20,S02,P04,16,76.80
2026-02-20,S02,P05,21,107.10
2026-02-20,S02,P06,56,156.80
2026-02-20,S02,P07,26,91.00
2026-02-20,S02,P09,15,54.00
2026-02-20,S02,P10,8,100.00
2026-02-20,S03,P01,22,70.40
2026-02-20,S03,P02,36,165.60
2026-02-20,S03,P03,29,127.60
2026-02-20,S03,P04,12,57.60
2026-02-20,S03,P05,14,71.40
2026-02-20,S03,P06,33,92.40
2026-02-20,S03,P07,16,56.00
2026-02-20,S03,P08,10,39.00
2026-02-20,S03,P09,13,46.80
2026-02-20,S03,P10,6,75.00
2026-02-20,S03,P11,3,48.00
2026-02-20,S04,P01,21,67.20
2026-02-20,S04,P02,40,184.00
2026-02-20,S04,P03,18,79.20
2026-02-20,S04,P04,9,43.20
2026-02-20,S04,P05,14,71.40
2026-02-20,S04,P06,30,84.00
2026-02-20,S04,P07,12,42.00
2026-02-20,S04,P08,8,31.20
2026-02-20,S04,P09,12,43.20
2026-02-20,S05,P01,38,121.60
2026-02-20,S05,P02,55,253.00
2026-02-20,S05,P03,31,136.40
2026-02-20,S05,P04,10,48.00
2026-02-20,S05,P05,14,71.40
2026-02-20,S05,P06,57,159.60
2026-02-20,S05,P07,19,66.50
2026-02-20,S05,P08,14,54.60
2026-02-20,S05,P09,16,57.60
2026-02-20,S05,P11,3,48.00
2026-02-20,S06,P01,18,57.60
2026-02-20,S06,P02,32,147.20
2026-02-20,S06,P03,31,136.40
2026-02-20,S06,P04,11,52.80
2026-02-20,S06,P05,12,61.20
2026-02-20,S06,P06,41,114.80
2026-02-20,S06,P07,13,45.50
2026-02-20,S06,P08,11,42.90
2026-02-21,S01,P01,51,163.20
2026-02-21,S01,P02,92,423.20
2026-02-21,S01,P03,64,281.60
2026-02-21,S01,P04,25,120.00
2026-02-21,S01,P05,36,183.60
2026-02-21,S01,P06,81,226.80
2026-02-21,S01,P07,32,112.00
2026-02-21,S01,P08,23,89.70
2026-02-21,S01,P09,28,100.80
2026-02-21,S01,P11,5,80.00
2026-02-21,S01,P12,1,14.00
2026-02-21,S02,P01,43,137.60
2026-02-21,S02,P02,65,299.00
2026-02-21,S02,P03,46,202.40
2026-02-21,S02,P04,21,100.80
2026-02-21,S02,P05,22,112.20
2026-02-21,S02,P06,76,212.80
2026-02-21,S02,P07,39,136.50
2026-02-21,S02,P08,22,85.80
2026-02-21,S02,P09,27,97.20
2026-02-21,S03,P01,38,121.60
2026-02-21,S03,P02,49,225.40
2026-02-21,S03,P03,30,132.00
2026-02-21,S03,P04,17,81.60
2026-02-21,S03,P05,17,86.70
2026-02-21,S03,P06,40,112.00
2026-02-21,S03,P07,23,80.50
2026-02-21,S03,P08,17,66.30
2026-02-21,S03,P09,13,46.80
2026-02-21,S03,P10,5,62.50
2026-02-21,S03,P12,1,14.00
2026-02-21,S04,P01,23,73.60
2026-02-21,S04,P02,32,147.20
2026-02-21,S04,P03,24,105.60
2026-02-21,S04,P04,11,52.80
2026-02-21,S04,P05,15,76.50
2026-02-21,S04,P06,45,126.00
2026-02-21,S04,P07,17,59.50
2026-02-21,S04,P08,9,35.10
2026-02-21,S04,P09,13,46.80
2026-02-21,S05,P01,31,99.20
2026-02-21,S05,P02,75,345.00
2026-02-21,S05,P03,34,149.60
2026-02-21,S05,P04,14,67.20
2026-02-21,S05,P05,25,127.50
2026-02-21,S05,P06,62,173.60
2026-02-21,S05,P07,23,80.50
2026-02-21,S05,P08,16,62.40
2026-02-21,S05,P09,22,79.20
2026-02-21,S05,P10,6,75.00
2026-02-21,S05,P11,3,48.00
2026-02-21,S05,P12,1,14.00
2026-02-21,S06,P01,28,89.60
2026-02-21,S06,P02,40,184.00
2026-02-21,S06,P03,30,132.00
2026-02-21,S06,P04,13,62.40
2026-02-21,S06,P05,16,81.60
2026-02-21,S06,P06,52,145.60
2026-02-21,S06,P07,20,70.00
2026-02-21,S06,P08,10,39.00
2026-02-21,S06,P09,17,61.20
2026-02-21,S06,P11,2,32.00
2026-02-22,S01,P01,44,140.80
2026-02-22,S01,P02,100,460.00
2026-02-22,S01,P03,73,321.20
2026-02-22,S01,P04,23,110.40
2026-02-22,S01,P05,35,178.50
2026-02-22,S01,P06,76,212.80
2026-02-22,S01,P07,44,154.00
2026-02-22,S01,P08,22,85.80
2026-02-22,S01,P09,34,122.40
2026-02-22,S01,P10,7,87.50
2026-02-22,S02,P01,45,144.00
2026-02-22,S02,P02,78,358.80
2026-02-22,S02,P03,53,233.20
2026-02-22,S02,P04,21,100.80
2026-02-22,S02,P05,25,127.50
2026-02-22,S02,P06,62,173.60
2026-02-22,S02,P07,30,105.00
2026-02-22,S02,P08,22,85.80
2026-02-22,S02,P09,29,104.40
2026-02-22,S02,P10,5,62.50
2026-02-22,S03,P01,29,92.80
2026-02-22,S03,P02,66,303.60
2026-02-22,S03,P03,33,145.20
2026-02-22,S03,P04,15,72.00
2026-02-22,S03,P05,16,81.60
2026-02-22,S03,P06,49,137.20
2026-02-22,S03,P07,23,80.50
2026-02-22,S03,P08,16,62.40
2026-02-22,S03,P09,16,57.60
2026-02-22,S03,P11,4,64.00
2026-02-22,S04,P01,26,83.20
2026-02-22,S04,P02,44,202.40
2026-02-22,S04,P03,28,123.20
2026-02-22,S04,P04,9,43.20
2026-02-22,S04,P05,16,81.60
2026-02-22,S04,P06,41,114.80
2026-02-22,S04,P07,16,56.00
2026-02-22,S04,P08,11,42.90
2026-02-22,S04,P09,12,43.20
2026-02-22,S04,P10,4,50.00
2026-02-22,S04,P12,1,14.00
2026-02-22,S05,P01,38,121.60
2026-02-22,S05,P02,59,271.40
2026-02-22,S05,P03,43,189.20
2026-02-22,S05,P04,14,67.20
2026-02-22,S05,P05,22,112.20
2026-02-22,S05,P06,56,156.80
2026-02-22,S05,P07,27,94.50
2026-02-22,S05,P09,16,57.60
2026-02-22,S05,P10,6,75.00
2026-02-22,S05,P11,4,64.00
2026-02-22,S06,P01,25,80.00
2026-02-22,S06,P02,55,253.00
2026-02-22,S06,P03,30,132.00
2026-02-22,S06,P04,12,57.60
2026-02-22,S06,P05,14,71.40
2026-02-22,S06,P06,34,95.20
2026-02-22,S06,P07,20,70.00
2026-02-22,S06,P09,15,54.00
2026-02-22,S06,P11,3,48.00
2026-02-22,S06,P12,1,14.00
2026-02-23,S01,P01,39,124.80
2026-02-23,S01,P02,74,340.40
2026-02-23,S01,P03,45,198.00
2026-02-23,S01,P04,17,81.60
2026-02-23,S01,P05,27,137.70
2026-02-23,S01,P06,77,215.60
2026-02-23,S01,P07,36,126.00
2026-02-23,S01,P08,22,85.80
2026-02-23,S01,P09,22,79.20
2026-02-23,S01,P10,8,100.00
2026-02-23,S02,P01,40,128.00
2026-02-23,S02,P02,53,243.80
2026-02-23,S02,P03,41,180.40
2026-02-23,S02,P04,17,81.60
2026-02-23,S02,P05,23,117.30
2026-02-23,S02,P06,61,170.80
2026-02-23,S02,P07,30,105.00
2026-02-23,S02,P08,16,62.40
2026-02-23,S02,P09,19,68.40
2026-02-23,S02,P10,7,87.50
2026-02-23,S02,P12,1,14.00
2026-02-23,S03,P01,28,89.60
2026-02-23,S03,P02,37,170.20
2026-02-23,S03,P03,25,110.00
2026-02-23,S03,P04,12,57.60
2026-02-23,S03,P05,18,91.80
2026-02-23,S03,P06,41,114.80
2026-02-23,S03,P07,21,73.50
2026-02-23,S03,P08,9,35.10
2026-02-23,S03,P09,11,39.60
2026-02-23,S03,P10,5,62.50
2026-02-23,S04,P01,16,51.20
2026-02-23,S04,P02,27,124.20
2026-02-23,S04,P03,19,83.60
2026-02-23,S04,P04,7,33.60
2026-02-23,S04,P05,10,51.00
2026-02-23,S04,P06,27,75.60
2026-02-23,S04,P07,11,38.50
2026-02-23,S04,P08,8,31.20
2026-02-23,S04,P09,9,32.40
2026-02-23,S04,P10,4,50.00
2026-02-23,S04,P11,2,32.00
2026-02-23,S05,P01,31,99.20
2026-02-23,S05,P02,48,220.80
2026-02-23,S05,P03,26,114.40
2026-02-23,S05,P04,11,52.80
2026-02-23,S05,P05,17,86.70
2026-02-23,S05,P06,55,154.00
2026-02-23,S05,P07,27,94.50
2026-02-23,S05,P08,12,46.80
2026-02-23,S05,P09,18,64.80
2026-02-23,S05,P10,5,62.50
2026-02-23,S05,P11,4,64.00
2026-02-23,S05,P12,1,14.00
2026-02-23,S06,P01,29,92.80
2026-02-23,S06,P02,40,184.00
2026-02-23,S06,P03,31,136.40
2026-02-23,S06,P04,7,33.60
2026-02-23,S06,P05,16,81.60
2026-02-23,S06,P06,44,123.20
2026-02-23,S06,P07,21,73.50
2026-02-23,S06,P08,11,42.90
2026-02-23,S06,P09,11,39.60
2026-02-23,S06,P10,5,62.50
2026-02-24,S01,P01,51,163.20
2026-02-24,S01,P02,67,308.20
2026-02-24,S01,P03,39,171.60
2026-02-24,S01,P04,18,86.40
2026-02-24,S01,P05,25,127.50
2026-02-24,S01,P06,83,232.40
2026-02-24,S01,P07,35,122.50
2026-02-24,S01,P08,17,66.30
2026-02-24,S01,P09,22,79.20
2026-02-24,S01,P10,10,125.00
2026-02-24,S01,P11,5,80.00
2026-02-24,S02,P01,41,131.20
2026-02-24,S02,P02,46,211.60
2026-02-24,S02,P03,48,211.20
2026-02-24,S02,P04,14,67.20
2026-02-24,S02,P05,23,117.30
2026-02-24,S02,P06,56,156.80
2026-02-24,S02,P07,28,98.00
2026-02-24,S02,P08,12,46.80
2026-02-24,S02,P09,20,72.00
2026-02-24,S02,P11,5,80.00
2026-02-24,S03,P01,23,73.60
2026-02-24,S03,P02,51,234.60
2026-02-24,S03,P03,29,127.60
2026-02-24,S03,P04,11,52.80
2026-02-24,S03,P05,12,61.20
2026-02-24,S03,P06,51,142.80
2026-02-24,S03,P07,16,56.00
2026-02-24,S03,P08,11,42.90
2026-02-24,S03,P09,12,43.20
2026-02-24,S03,P10,5,62.50
2026-02-24,S03,P11,4,64.00
2026-02-24,S04,P01,17,54.40
2026-02-24,S04,P02,31,142.60
2026-02-24,S04,P03,22,96.80
2026-02-24,S04,P04,8,38.40
2026-02-24,S04,P05,12,61.20
2026-02-24,S04,P06,31,86.80
2026-02-24,S04,P07,12,42.00
2026-02-24,S04,P08,8,31.20
2026-02-24,S04,P09,9,32.40
2026-02-24,S04,P10,4,50.00
2026-02-24,S04,P11,2,32.00
2026-02-24,S05,P01,31,99.20
2026-02-24,S05,P02,52,239.20
2026-02-24,S05,P03,40,176.00
2026-02-24,S05,P04,15,72.00
2026-02-24,S05,P05,21,107.10
2026-02-24,S05,P06,57,159.60
2026-02-24,S05,P07,24,84.00
2026-02-24,S05,P08,12,46.80
2026-02-24,S05,P09,18,64.80
2026-02-24,S05,P10,5,62.50
2026-02-24,S05,P11,3,48.00
2026-02-24,S05,P12,1,14.00
2026-02-24,S06,P01,25,80.00
2026-02-24,S06,P02,44,202.40
2026-02-24,S06,P03,24,105.60
2026-02-24,S06,P04,8,38.40
2026-02-24,S06,P05,12,61.20
2026-02-24,S06,P06,28,78.40
2026-02-24,S06,P07,20,70.00
2026-02-24,S06,P08,11,42.90
2026-02-24,S06,P09,10,36.00
2026-02-24,S06,P10,4,50.00
2026-02-24,S06,P11,2,32.00
2026-02-25,S01,P01,55,176.00
2026-02-25,S01,P02,79,363.40
2026-02-25,S01,P03,52,228.80
2026-02-25,S01,P04,14,67.20
2026-02-25,S01,P05,20,102.00
2026-02-25,S01,P06,79,221.20
2026-02-25,S01,P07,26,91.00
2026-02-25,S01,P09,20,72.00
2026-02-25,S01,P10,6,75.00
2026-02-25,S02,P01,35,112.00
2026-02-25,S02,P02,69,317.40
2026-02-25,S02,P03,42,184.80
2026-02-25,S02,P04,11,52.80
2026-02-25,S02,P05,24,122.40
2026-02-25,S02,P06,59,165.20
